date,source,project,session_id,size_bytes,subagent_count,file_path
2026-01-22,claude,~tm,a5cd5ddf-d460-47e1-bc27-806e940d40ff,11209,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/a5cd5ddf-d460-47e1-bc27-806e940d40ff.jsonl
2026-01-23,claude,~tm,20e7eaf0-fbe6-4601-99f8-75f21fddbbf3,11015,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/20e7eaf0-fbe6-4601-99f8-75f21fddbbf3.jsonl
2026-01-23,claude,~tm,214a75a9-a97e-4f35-a9cc-ff4d38f5bded,12494,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/214a75a9-a97e-4f35-a9cc-ff4d38f5bded.jsonl
2026-01-23,claude,~tm,2aa1ec38-2274-409e-a4bb-73a131235bb6,1884,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/2aa1ec38-2274-409e-a4bb-73a131235bb6.jsonl
2026-01-23,claude,~tm,3f3e4983-9287-40a0-9c0d-ae8e623edeb7,10549,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/3f3e4983-9287-40a0-9c0d-ae8e623edeb7.jsonl
2026-01-23,claude,~tm,4483de54-1e05-48f3-8139-1126e5fd7c8e,12433,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/4483de54-1e05-48f3-8139-1126e5fd7c8e.jsonl
2026-01-23,claude,~tm,51c5ded5-e051-46df-9f7f-e1cfc7ecbdda,11413,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/51c5ded5-e051-46df-9f7f-e1cfc7ecbdda.jsonl
2026-01-23,claude,~tm,555f73a1-389a-4360-a2dc-338a6e920709,62362,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/555f73a1-389a-4360-a2dc-338a6e920709.jsonl
2026-01-23,claude,~tm,7822b630-7d37-4f46-8046-d9bf35bea5ad,10977,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/7822b630-7d37-4f46-8046-d9bf35bea5ad.jsonl
2026-01-23,claude,~tm,7bc968bd-a054-411d-88cb-a69016738787,7003,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/7bc968bd-a054-411d-88cb-a69016738787.jsonl
2026-01-23,claude,~tm,925894de-b526-4517-b5b6-bb4cb671fd0a,12527,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/925894de-b526-4517-b5b6-bb4cb671fd0a.jsonl
2026-01-23,claude,~tm,94ab21aa-7e7a-4d1a-8bf3-684cd14c3d03,4790432,2,/home/pavel/.claude/projects/-home-pavel-dev-tm/94ab21aa-7e7a-4d1a-8bf3-684cd14c3d03.jsonl
2026-01-23,claude,~tm,a8ca1632-0627-49d7-808e-544e0590706f,10580,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/a8ca1632-0627-49d7-808e-544e0590706f.jsonl
2026-01-23,claude,~tm,af0207bb-6d3b-42a1-8e0f-b029c3085e29,13811,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/af0207bb-6d3b-42a1-8e0f-b029c3085e29.jsonl
2026-01-23,claude,~tm,b3600518-1f61-492e-9079-f5437612114a,934,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/b3600518-1f61-492e-9079-f5437612114a.jsonl
2026-01-23,claude,~tm,c74d0d9a-b1ad-469f-ae62-fd08722356fd,12999,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/c74d0d9a-b1ad-469f-ae62-fd08722356fd.jsonl
2026-01-23,claude,~tm,d4696203-912f-4695-a672-df2a263449b2,15524,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/d4696203-912f-4695-a672-df2a263449b2.jsonl
2026-01-23,claude,~tm,e7dedea3-8fb4-433d-8793-1b4044b767f9,10653,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/e7dedea3-8fb4-433d-8793-1b4044b767f9.jsonl
2026-01-23,claude,~tm,ee69f2a5-0e28-40ab-a1b5-970123ca8b78,12271,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/ee69f2a5-0e28-40ab-a1b5-970123ca8b78.jsonl
2026-01-23,claude,~tm,ff5d10d5-3d42-4ad0-ac2f-e3c25bdf0929,11747,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/ff5d10d5-3d42-4ad0-ac2f-e3c25bdf0929.jsonl
2026-01-24,claude,~tm,93c5895b-8c1a-4bc2-827e-0b9b8e3e76c9,875159,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/93c5895b-8c1a-4bc2-827e-0b9b8e3e76c9.jsonl
2026-01-24,claude,~tm,b2e54656-2316-4f73-b589-22249463ed67,2850,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/b2e54656-2316-4f73-b589-22249463ed67.jsonl
2026-01-25,claude,~tm,0946838d-0ace-4db9-ab6d-683bbe17578d,926140,2,/home/pavel/.claude/projects/-home-pavel-dev-tm/0946838d-0ace-4db9-ab6d-683bbe17578d.jsonl
2026-01-25,claude,~tm,10db486b-f79e-4d9e-9996-e44558a04927,12368,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/10db486b-f79e-4d9e-9996-e44558a04927.jsonl
2026-01-25,claude,~tm,25917fb3-ab9d-4061-a00c-d902481a7266,1831,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/25917fb3-ab9d-4061-a00c-d902481a7266.jsonl
2026-01-25,claude,~tm,28843ae4-d1ce-4849-bf34-7646830f2b30,6893,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/28843ae4-d1ce-4849-bf34-7646830f2b30.jsonl
2026-01-25,claude,~tm,6e22c524-7cc5-4734-a737-82b53d74ea26,163718,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/6e22c524-7cc5-4734-a737-82b53d74ea26.jsonl
2026-01-25,claude,~tm,a43485fd-92e4-49b8-babb-81f0f25ac61f,24359,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/a43485fd-92e4-49b8-babb-81f0f25ac61f.jsonl
2026-01-26,claude,~play-strudel,5c1af97b-aa9a-4f20-ab5c-7d26cc38527f,36040,0,/home/pavel/.claude/projects/-home-pavel-dev-play-strudel/5c1af97b-aa9a-4f20-ab5c-7d26cc38527f.jsonl
2026-01-26,claude,~tm,9c3449e0-7d47-499a-a980-16154bb5bb73,1717860,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/9c3449e0-7d47-499a-a980-16154bb5bb73.jsonl
2026-01-26,claude,~tm,fc484b2b-f499-4f78-ae10-c2dfd0bf1cef,21158,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/fc484b2b-f499-4f78-ae10-c2dfd0bf1cef.jsonl
2026-01-27,claude,~,08a6a7d7-592b-4b85-8b65-15fb5dba5f6b,910,0,/home/pavel/.claude/projects/-home-pavel/08a6a7d7-592b-4b85-8b65-15fb5dba5f6b.jsonl
2026-01-27,claude,~,3d0fe6bc-b3bc-40e6-b6b7-7978f1945e4a,93997,0,/home/pavel/.claude/projects/-home-pavel/3d0fe6bc-b3bc-40e6-b6b7-7978f1945e4a.jsonl
2026-01-27,claude,~,6f796d47-5b04-4a73-a7c1-16bc1192430d,94784,0,/home/pavel/.claude/projects/-home-pavel/6f796d47-5b04-4a73-a7c1-16bc1192430d.jsonl
2026-01-27,claude,~tm,0184905b-4877-4df8-9226-b662d5d8e455,2115,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/0184905b-4877-4df8-9226-b662d5d8e455.jsonl
2026-01-27,claude,~tm,0b07bb4e-19e7-4998-9518-0291d581b1fe,934,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/0b07bb4e-19e7-4998-9518-0291d581b1fe.jsonl
2026-01-27,claude,~tm,112f2de7-8951-4aeb-8629-7ae889da6f2f,4441,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/112f2de7-8951-4aeb-8629-7ae889da6f2f.jsonl
2026-01-27,claude,~tm,229a45bc-3d33-473c-9b7c-1fa67f080745,8912,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/229a45bc-3d33-473c-9b7c-1fa67f080745.jsonl
2026-01-27,claude,~tm,25106076-a4c4-423c-81be-8157b023e392,472,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/25106076-a4c4-423c-81be-8157b023e392.jsonl
2026-01-27,claude,~tm,2638faff-ae97-435d-a7a1-7d010d3e365a,5346,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/2638faff-ae97-435d-a7a1-7d010d3e365a.jsonl
2026-01-27,claude,~tm,2db4a13a-a56b-4d62-b25e-d81884ca86a5,9716,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/2db4a13a-a56b-4d62-b25e-d81884ca86a5.jsonl
2026-01-27,claude,~tm,43d813c5-10f7-4abe-b847-17638867d1ac,7570735,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/43d813c5-10f7-4abe-b847-17638867d1ac.jsonl
2026-01-27,claude,~tm,4b3a4257-e73e-47d3-b135-8a53669b8421,10520,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/4b3a4257-e73e-47d3-b135-8a53669b8421.jsonl
2026-01-27,claude,~tm,7052b519-a102-4f5f-ac3a-20b699ea1d4c,472,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/7052b519-a102-4f5f-ac3a-20b699ea1d4c.jsonl
2026-01-27,claude,~tm,9747ae48-5791-4fc4-a5ac-de39cc88fbef,934,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/9747ae48-5791-4fc4-a5ac-de39cc88fbef.jsonl
2026-01-27,claude,~tm,a11750c8-56e9-4bc6-a453-50fe099434ac,28795,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/a11750c8-56e9-4bc6-a453-50fe099434ac.jsonl
2026-01-27,claude,~tm,a67e2a0f-c57d-4e5a-83c3-ba0bd8135f88,126477,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/a67e2a0f-c57d-4e5a-83c3-ba0bd8135f88.jsonl
2026-01-27,claude,~tm,c719993c-9e67-46b5-a32f-06408d6a69f6,4445956,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/c719993c-9e67-46b5-a32f-06408d6a69f6.jsonl
2026-01-27,claude,~tm,c96e9335-12ab-4890-b642-df1c2f3c720c,1981703,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/c96e9335-12ab-4890-b642-df1c2f3c720c.jsonl
2026-01-27,claude,~tm,dd7a41a2-0f3d-46e0-bf42-6d0fd1d14e19,47252,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/dd7a41a2-0f3d-46e0-bf42-6d0fd1d14e19.jsonl
2026-01-27,claude,~tm,e39de12f-9ad6-452c-80c9-cf109fa55c99,8912,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/e39de12f-9ad6-452c-80c9-cf109fa55c99.jsonl
2026-01-27,claude,~tm,f6740102-2dea-4caf-b6f0-c3e19e0c4f2d,4175910,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/f6740102-2dea-4caf-b6f0-c3e19e0c4f2d.jsonl
2026-01-28,claude,~,69a54404-b728-4cc9-8675-d146f2a2d242,1671,0,/home/pavel/.claude/projects/-home-pavel/69a54404-b728-4cc9-8675-d146f2a2d242.jsonl
2026-01-28,claude,~,9b4a9f2a-c412-4e61-92cc-90628d460fbd,2228,0,/home/pavel/.claude/projects/-home-pavel/9b4a9f2a-c412-4e61-92cc-90628d460fbd.jsonl
2026-01-28,claude,~tm,095615af-58fc-4daa-b221-387d2d09088d,5649,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/095615af-58fc-4daa-b221-387d2d09088d.jsonl
2026-01-28,claude,~tm,0f1560fb-5584-4e56-8384-c18757b945ee,4514799,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/0f1560fb-5584-4e56-8384-c18757b945ee.jsonl
2026-01-28,claude,~tm,1d9b9b5d-f7d7-442d-8e1d-44c54beceab6,10975188,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/1d9b9b5d-f7d7-442d-8e1d-44c54beceab6.jsonl
2026-01-28,claude,~tm,1eb46e1a-68da-4d1c-8882-8a1b0be39c91,6075,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/1eb46e1a-68da-4d1c-8882-8a1b0be39c91.jsonl
2026-01-28,claude,~tm,4c8b727a-b235-4aca-b5de-a18fefbbb1f0,18498,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/4c8b727a-b235-4aca-b5de-a18fefbbb1f0.jsonl
2026-01-28,claude,~tm,63ef0222-9269-4b74-b6b9-97da43e4aadd,1948,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/63ef0222-9269-4b74-b6b9-97da43e4aadd.jsonl
2026-01-28,claude,~tm,69886e49-1b9b-49b2-8829-29b5632b59ef,215851,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/69886e49-1b9b-49b2-8829-29b5632b59ef.jsonl
2026-01-28,claude,~tm,7078f38f-f1e6-44b5-bf03-d76663102a1e,44659,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/7078f38f-f1e6-44b5-bf03-d76663102a1e.jsonl
2026-01-28,claude,~tm,79759d69-1b6b-458a-a516-783bf7123267,69573,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/79759d69-1b6b-458a-a516-783bf7123267.jsonl
2026-01-28,claude,~tm,992f344a-fe54-4ce7-a841-2f50f5c565ce,1172131,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/992f344a-fe54-4ce7-a841-2f50f5c565ce.jsonl
2026-01-28,claude,~tm,9f75a231-8e91-4e6c-b1be-90a05df7c37a,6063,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/9f75a231-8e91-4e6c-b1be-90a05df7c37a.jsonl
2026-01-28,claude,~tm,b96dc077-de6e-49f0-8679-500c17559d31,1003113,1,/home/pavel/.claude/projects/-home-pavel-dev-tm/b96dc077-de6e-49f0-8679-500c17559d31.jsonl
2026-01-28,claude,~tm,c8553201-254b-45d2-96b5-789733bdae61,385840,1,/home/pavel/.claude/projects/-home-pavel-dev-tm/c8553201-254b-45d2-96b5-789733bdae61.jsonl
2026-01-28,claude,~tm,d1843294-655c-4c37-9047-75c121998b80,1570374,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/d1843294-655c-4c37-9047-75c121998b80.jsonl
2026-01-28,claude,~tm,df58ba50-a38f-4157-94b7-feb90f03f48f,5443,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/df58ba50-a38f-4157-94b7-feb90f03f48f.jsonl
2026-01-28,claude,~tm,ebdc07c5-4d5a-4708-b8ef-79b014d2f56b,934,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/ebdc07c5-4d5a-4708-b8ef-79b014d2f56b.jsonl
2026-01-28,claude,~tm,ecad512e-e860-41c1-b80f-9a40480d098a,9576,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/ecad512e-e860-41c1-b80f-9a40480d098a.jsonl
2026-01-29,ccs/cas,~tm,51e61a67-bfaa-4559-af56-1f9936b8876b,1170,0,/home/pavel/.ccs/instances/cas/projects/-home-pavel-dev-tm/51e61a67-bfaa-4559-af56-1f9936b8876b.jsonl
2026-01-29,ccs/cas,~tm,6b8d9667-9ab3-40e5-bc9a-1588b28a459b,934,0,/home/pavel/.ccs/instances/cas/projects/-home-pavel-dev-tm/6b8d9667-9ab3-40e5-bc9a-1588b28a459b.jsonl
2026-01-29,ccs/max,~tm,c52a20c1-ea51-47c9-ab0d-97a3c3cc5c31,1170,0,/home/pavel/.ccs/instances/max/projects/-home-pavel-dev-tm/c52a20c1-ea51-47c9-ab0d-97a3c3cc5c31.jsonl
2026-01-29,ccs/serg,~tm,244a4699-1693-4b40-bc41-a913aa1b7db4,1170,0,/home/pavel/.ccs/instances/serg/projects/-home-pavel-dev-tm/244a4699-1693-4b40-bc41-a913aa1b7db4.jsonl
2026-01-29,claude,~play-eoe,7930bd6c-2742-4a95-b7e2-2f51335ea643,81405,1,/home/pavel/.claude/projects/-home-pavel-dev-play-eoe/7930bd6c-2742-4a95-b7e2-2f51335ea643.jsonl
2026-01-29,claude,~play-eoe,7dc68ca7-b997-476a-b9cb-c8a0a08921a6,3264333,12,/home/pavel/.claude/projects/-home-pavel-dev-play-eoe/7dc68ca7-b997-476a-b9cb-c8a0a08921a6.jsonl
2026-01-29,claude,~play-eoe,b67170a8-d3e5-4d0d-866f-bff7467dc39a,2998251,4,/home/pavel/.claude/projects/-home-pavel-dev-play-eoe/b67170a8-d3e5-4d0d-866f-bff7467dc39a.jsonl
2026-01-29,claude,~play-eoe,d260f7f0-4a2c-4990-9ce6-dca3fd3f26e3,1416,0,/home/pavel/.claude/projects/-home-pavel-dev-play-eoe/d260f7f0-4a2c-4990-9ce6-dca3fd3f26e3.jsonl
2026-01-29,claude,~play-eoe,e9f933be-b623-4727-aaab-4c5bdb00106b,2586113,5,/home/pavel/.claude/projects/-home-pavel-dev-play-eoe/e9f933be-b623-4727-aaab-4c5bdb00106b.jsonl
2026-01-29,claude,~tesla,8f98fcf1-9510-448b-ab1b-53ffa5941be6,5043349,0,/home/pavel/.claude/projects/-home-pavel-dev-tesla/8f98fcf1-9510-448b-ab1b-53ffa5941be6.jsonl
2026-01-29,claude,~tesla,a5a1a242-c246-488f-a680-4cdb0b30cd79,1888,0,/home/pavel/.claude/projects/-home-pavel-dev-tesla/a5a1a242-c246-488f-a680-4cdb0b30cd79.jsonl
2026-01-29,claude,~tesla,ca4d62a4-e738-4b7f-8e19-4f210626259c,3329415,8,/home/pavel/.claude/projects/-home-pavel-dev-tesla/ca4d62a4-e738-4b7f-8e19-4f210626259c.jsonl
2026-01-29,claude,~tm,3e5e741a-d8e2-4218-9024-d2a867896720,2796,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/3e5e741a-d8e2-4218-9024-d2a867896720.jsonl
2026-01-29,claude,~tm,99d29a09-a73e-41f4-8e37-4e4548a9bce9,226112,4,/home/pavel/.claude/projects/-home-pavel-dev-tm/99d29a09-a73e-41f4-8e37-4e4548a9bce9.jsonl
2026-01-29,claude,~tm,a24068ca-11bc-4f7f-8e09-997a1dd1ca4b,2891,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/a24068ca-11bc-4f7f-8e09-997a1dd1ca4b.jsonl
2026-01-29,claude,~tm,ab2e8546-a012-4208-91ff-7988294e5d69,1519,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/ab2e8546-a012-4208-91ff-7988294e5d69.jsonl
2026-01-29,claude,~tm,bdc69383-c7fb-4bdf-b0dd-5f0b6a1841b7,5837670,14,/home/pavel/.claude/projects/-home-pavel-dev-tm/bdc69383-c7fb-4bdf-b0dd-5f0b6a1841b7.jsonl
2026-01-29,claude,~tm,bea3143b-d77d-4769-be89-69b60881a542,1671806,15,/home/pavel/.claude/projects/-home-pavel-dev-tm/bea3143b-d77d-4769-be89-69b60881a542.jsonl
2026-01-29,claude,~tm,c2013317-f063-4c22-985c-8eb26bce4f8b,385833,2,/home/pavel/.claude/projects/-home-pavel-dev-tm/c2013317-f063-4c22-985c-8eb26bce4f8b.jsonl
2026-01-29,claude,~tm,d1534e53-fa8c-4902-99fb-654a06364a24,31006,3,/home/pavel/.claude/projects/-home-pavel-dev-tm/d1534e53-fa8c-4902-99fb-654a06364a24.jsonl
2026-01-29,claude,~tm,d7ab860f-47b4-422f-901f-460b9a71d009,21701,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/d7ab860f-47b4-422f-901f-460b9a71d009.jsonl
2026-01-29,claude,~tm,e6079c64-465b-4638-9371-ccca6687308e,3296716,10,/home/pavel/.claude/projects/-home-pavel-dev-tm/e6079c64-465b-4638-9371-ccca6687308e.jsonl
2026-01-29,claude,~tm,e6bc3d96-0d80-4983-b854-78a0f349c863,3458,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/e6bc3d96-0d80-4983-b854-78a0f349c863.jsonl
2026-01-29,claude,~tm,f5cf9ee4-f2ce-4970-b5d4-278d5b3f5432,9899321,4,/home/pavel/.claude/projects/-home-pavel-dev-tm/f5cf9ee4-f2ce-4970-b5d4-278d5b3f5432.jsonl
2026-01-29,claude,~tm,fbd93673-46de-419c-96e4-affab524ee03,48804,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/fbd93673-46de-419c-96e4-affab524ee03.jsonl
2026-01-29,claude,~tm,fd438988-15bb-45c7-9e0d-031bcc478e89,1678,0,/home/pavel/.claude/projects/-home-pavel-dev-tm/fd438988-15bb-45c7-9e0d-031bcc478e89.jsonl
2026-01-30,ccs/cas,~play-eoe,122d16ae-9914-4ba7-9dc4-2ddd27b36cf4,390616,5,/home/pavel/.ccs/instances/cas/projects/-home-pavel-dev-play-eoe/122d16ae-9914-4ba7-9dc4-2ddd27b36cf4.jsonl
